province,zone,ea,Id_hh,hh_size,hh_size_male,hh_size_female,ag_area,nb_cow,nb_buffalo,nb_donkeys,nb_sheep,nb_goat,nb_pig,nb_chicken,nb_duck,TLUs
2,2,117,"14,790",13,7,6,0.2,0,3,0,0,0,0,0,0,1.5
2,2,117,"14,865",6,2,4,0.34,1,2,0,0,2,0,5,0,1.75
2,2,117,"14,737",5,4,1,1.27,2,2,0,0,5,1,3,0,2.73
2,2,117,"14,775",3,0,3,0.15,0,1,0,0,0,0,0,0,0.5
2,2,117,"14,804",4,2,2,0.17,1,3,0,0,2,0,0,0,2.2
2,2,117,"14,825",2,2,0,1.32,0,0,0,0,5,0,5,0,0.55
2,2,117,"14,718",1,0,1,0.17,0,3,0,0,0,0,0,0,1.5
2,2,117,"14,821",6,4,2,0.36,0,1,0,0,5,0,5,0,1.05
2,2,117,"14,847",6,3,3,0,0,1,0,0,7,0,0,0,1.2
2,2,117,"14,759",5,3,2,0.05,0,2,0,0,8,0,6,0,1.86
2,2,117,"14,852",6,3,3,1.02,4,1,0,0,0,1,9,0,2.79
2,2,117,"14,701",4,1,3,0.27,4,0,0,0,3,0,8,0,2.38
2,2,117,"14,774",11,6,5,0,1,2,0,0,3,0,0,0,1.8
2,2,117,"14,845",6,3,3,0.1,0,2,0,0,2,1,3,0,1.43
2,2,117,"14,863",3,2,1,0.01,0,0,0,0,3,0,700,0,7.3
2,2,117,"14,807",4,3,1,0.34,3,0,0,0,0,0,0,0,1.5
2,2,117,"14,849",4,1,3,0.43,2,0,0,0,0,0,2,0,1.02
2,2,117,"14,854",6,2,4,0.36,6,0,0,0,2,1,5,0,3.45
2,2,117,"14,813",9,1,8,0.31,2,3,0,0,3,0,2,0,2.82
2,2,117,"14,801",2,1,1,0.26,0,2,0,0,2,0,0,0,1.2
2,2,117,"14,783",8,6,2,0.17,1,0,0,0,2,0,0,0,0.7
2,2,117,"14,766",5,4,1,0.15,0,3,0,0,0,0,5,0,1.55
2,2,117,"14,704",1,0,1,0.17,0,0,0,0,0,0,0,0,0
2,2,117,"14,822",4,1,3,0.51,2,0,0,0,2,0,0,0,1.2
2,2,117,"14,817",6,4,2,1.02,2,0,0,0,0,1,8,0,1.28
2,2,117,"14,850",7,4,3,0.07,8,0,0,0,1,0,0,0,4.1
2,2,117,"14,855",17,7,10,1.35,3,0,0,0,1,0,5,0,1.65
2,2,117,"14,746",5,3,2,0.34,0,0,0,0,0,0,0,0,0
2,2,117,"14,769",5,2,3,0.1,2,2,0,0,5,0,4,0,2.54
2,2,117,"14,764",5,1,4,0.46,2,0,0,0,10,2,10,0,2.5
2,2,117,"14,860",2,1,1,0.17,0,0,0,0,0,0,0,0,0
2,2,117,"14,743",6,1,5,1.35,1,1,0,0,0,0,0,0,1
2,2,117,"14,794",3,2,1,0.07,0,1,0,0,0,0,0,0,0.5
2,2,117,"14,812",6,3,3,0.14,0,1,0,0,0,0,0,0,0.5
2,2,117,"14,744",4,1,3,0.14,0,0,0,0,2,0,0,0,0.2
2,2,117,"14,725",3,1,2,0.03,0,0,0,0,0,0,7,0,0.07
2,2,117,"14,732",5,2,3,0.3,2,2,0,0,2,0,0,0,2.2
2,2,117,"14,823",5,3,2,1.35,2,2,0,0,4,0,0,0,2.4
2,2,117,"14,802",5,2,3,0.68,4,0,0,0,3,0,0,0,2.3
2,2,117,"14,730",2,0,2,0.11,1,2,0,0,5,0,14,0,2.14
2,2,117,"14,836",4,1,3,0.24,2,0,0,0,5,0,6,0,1.56
2,2,117,"14,758",4,2,2,0.25,2,0,0,0,4,1,11,0,1.71
2,2,117,"14,736",5,2,3,0.05,3,1,0,0,0,0,2,0,2.02
2,2,117,"14,856",7,5,2,0.51,3,0,0,0,3,0,21,2,2.07
2,2,117,"14,760",3,0,3,0.55,1,2,0,0,9,0,8,0,2.48
2,2,117,"14,848",5,1,4,2.03,1,4,0,0,9,0,0,0,3.4
2,2,117,"14,738",3,2,1,0.31,3,0,0,0,6,0,2,0,2.12
2,2,117,"14,712",6,4,2,0.01,4,0,0,0,1,0,0,0,2.1
2,2,117,"14,818",3,2,1,0.09,2,0,0,0,0,0,0,0,1
2,2,117,"14,703",2,1,1,0.34,0,0,0,0,0,0,0,0,0
2,2,117,"14,814",6,3,3,0.34,0,0,0,0,2,0,0,0,0.2
2,2,117,"14,726",6,4,2,0.51,0,0,0,0,25,0,0,3,2.59
2,2,117,"14,791",4,3,1,0.25,1,3,0,0,4,0,0,0,2.4
2,2,117,"14,779",2,1,1,0.41,0,0,0,0,0,0,0,0,0
2,2,117,"14,707",9,4,5,1.02,2,1,0,0,2,0,0,0,1.7
2,2,117,"14,717",5,2,3,0.07,0,0,0,0,10,0,0,0,1
2,2,117,"14,844",5,2,3,0.37,0,0,0,0,2,0,0,0,0.2
2,2,117,"14,739",2,1,1,1.02,2,0,0,0,10,0,4,0,2.04
2,2,117,"14,729",1,0,1,0.17,0,0,0,0,0,0,0,0,0
2,2,117,"14,786",5,2,3,0.25,2,1,0,0,0,0,1,0,1.51
2,2,117,"14,858",5,3,2,0.66,1,3,0,0,7,0,0,0,2.7
2,2,117,"14,757",4,2,2,0.68,2,0,0,2,2,11,1,0,3.61
2,2,117,"14,724",5,3,2,0.46,3,0,0,0,0,0,2,0,1.52
2,2,117,"14,795",3,0,3,0.46,3,0,0,0,0,0,0,0,1.5
2,2,117,"14,785",5,2,3,0.68,0,2,0,0,1,0,0,0,1.1
2,2,117,"14,830",5,1,4,0.06,2,1,0,0,5,0,1,0,2.01
2,2,117,"14,722",2,1,1,0,2,2,0,0,6,0,1,0,2.61
2,2,117,"14,716",7,3,4,0.68,0,3,0,0,5,0,0,0,2
2,2,117,"14,747",7,3,4,0.06,0,0,0,23,0,0,0,0,2.3
2,2,117,"14,808",3,0,3,0.25,2,0,0,0,0,0,0,0,1
2,2,117,"14,789",4,1,3,0.34,0,3,0,0,0,0,10,0,1.6
2,2,117,"14,831",6,4,2,0.15,0,1,0,0,0,0,0,0,0.5
2,2,117,"14,799",7,3,4,0.15,0,0,0,0,2,0,3,0,0.23
2,2,117,"14,761",3,2,1,0.15,0,2,0,0,0,0,0,0,1
2,2,117,"14,699",5,3,2,0,1,1,0,0,8,0,0,0,1.8
2,2,117,"14,711",4,3,1,0.17,0,0,0,0,0,0,0,0,0
2,2,117,"14,811",9,3,6,0.66,2,2,0,0,3,0,0,0,2.3
2,2,117,"14,835",8,3,5,0.15,1,3,0,0,6,0,7,0,2.67
2,2,117,"14,745",6,4,2,0.14,2,0,0,0,5,0,0,0,1.5
2,2,117,"14,767",4,1,3,0.23,0,2,0,0,8,0,12,0,1.92
2,2,117,"14,819",6,2,4,0.72,2,3,0,0,4,0,5,0,2.95
2,2,117,"14,837",7,3,4,0.2,2,0,0,0,7,1,5,0,1.95
2,2,117,"14,793",2,1,1,0.15,0,0,0,0,2,0,0,0,0.2
2,2,117,"14,787",6,2,4,0.18,1,2,0,0,0,0,1,0,1.51
2,2,117,"14,792",5,1,4,0.14,0,0,0,0,0,0,0,0,0
2,2,117,"14,857",5,3,2,1.02,1,1,0,0,10,0,2,0,2.02
2,2,117,"14,840",7,4,3,0,0,1,0,0,1,0,0,0,0.6
2,2,117,"14,841",5,2,3,0.76,2,0,0,0,5,2,9,0,1.99
2,2,117,"14,776",4,1,3,0.05,2,0,0,0,0,0,0,0,1
2,2,117,"14,864",5,2,3,0.01,2,0,0,0,3,1,0,0,1.5
2,2,117,"14,756",5,3,2,1.28,4,2,0,0,4,0,0,0,3.4
2,2,117,"14,862",7,3,4,0.36,2,0,0,0,5,0,3,0,1.53
2,2,117,"14,773",5,4,1,0.68,3,3,0,0,20,0,15,0,5.15
2,2,117,"14,833",5,4,1,0.54,2,3,0,0,8,0,10,0,3.4
2,2,117,"14,800",4,3,1,0.07,0,0,0,0,0,0,0,0,0
2,2,117,"14,763",7,2,5,0.36,1,1,0,0,3,1,6,0,1.56
2,2,117,"14,765",5,3,2,0.68,0,1,0,0,2,0,0,0,0.7
2,2,117,"14,838",7,2,5,0.34,1,0,0,0,0,0,0,0,0.5
2,2,117,"14,809",9,3,6,1.02,3,0,0,0,4,0,0,0,1.9
2,2,117,"14,721",11,7,4,0.1,1,0,0,0,3,0,3,0,0.83
2,2,117,"14,700",4,2,2,0.61,5,0,0,0,25,0,3,0,5.03
2,2,117,"14,780",7,3,4,0.24,0,2,0,0,0,0,5,0,1.05
2,2,117,"14,755",3,1,2,1.02,6,0,0,0,3,0,0,0,3.3
2,2,117,"14,872",2,1,1,0,1,0,0,0,0,0,0,0,0.5
2,2,117,"14,713",5,2,3,0.2,2,0,0,0,4,1,5,0,1.65
2,2,118,"14,891",2,1,1,0,0,1,0,0,0,0,0,0,0.5
2,2,118,"14,952",6,4,2,0.03,0,2,0,0,0,0,0,0,1
2,2,118,"14,936",9,4,5,0,2,0,0,0,4,0,0,0,1.4
2,2,118,"14,896",6,3,3,0.54,0,2,0,0,5,0,0,0,1.5
2,2,118,"14,876",9,1,8,1.02,6,6,0,0,0,0,0,0,6
2,2,118,"14,908",7,4,3,0.48,8,4,0,0,0,0,6,0,6.06
2,2,118,"14,898",5,1,4,0.51,2,1,0,0,0,0,0,0,1.5
2,2,118,"14,935",2,1,1,0.56,0,0,0,0,5,1,0,0,0.7
2,2,118,"14,933",12,6,6,0.79,2,0,0,0,6,0,0,0,1.6
2,2,118,"14,921",4,2,2,0.17,3,0,0,0,3,0,5,0,1.85
2,2,118,"14,927",2,1,1,0.31,2,0,0,0,2,0,11,0,1.31
2,2,118,"14,949",6,4,2,0.51,0,0,0,0,0,0,1,10,0.31
2,2,118,"14,882",8,2,6,1.53,6,0,0,0,10,1,8,0,4.28
2,2,118,"14,944",7,3,4,0.36,1,0,0,0,0,0,0,0,0.5
2,2,118,"14,883",4,1,3,0.1,1,0,0,0,7,0,1,0,1.21
2,2,118,"14,947",5,2,3,0,2,0,0,0,1,0,0,0,1.1
2,2,118,"14,917",5,3,2,0.27,0,0,0,0,3,0,0,0,0.3
2,2,118,"14,928",3,2,1,0.77,1,3,0,0,5,0,0,0,2.5
2,2,118,"14,880",3,0,3,0.16,0,0,0,0,3,0,4,0,0.34
2,2,118,"14,911",3,2,1,0.68,1,1,0,0,2,0,0,0,1.2
2,2,118,"14,940",1,1,0,0.76,5,0,0,0,0,0,0,0,2.5
2,2,118,"14,942",1,0,1,0.05,0,2,0,0,6,2,4,0,2.04
2,2,118,"14,920",7,3,4,2.71,0,1,0,0,0,1,20,0,0.9
2,2,118,"14,904",6,3,3,0.41,3,0,0,0,5,0,9,0,2.09
2,2,118,"14,922",4,2,2,0.15,1,0,0,0,1,0,0,0,0.6
2,2,118,"14,897",9,3,6,0.27,1,1,0,0,0,1,15,0,1.35
2,2,118,"14,879",3,2,1,0.1,0,0,0,0,0,0,0,0,0
2,2,118,"14,926",2,1,1,0.25,4,2,0,0,9,1,9,0,4.19
2,2,118,"14,951",6,2,4,0,4,0,0,0,0,0,0,0,2
2,2,118,"14,907",2,1,1,0.05,2,1,0,0,1,1,5,0,1.85
2,2,118,"14,931",1,0,1,0.1,0,0,0,0,2,0,0,0,0.2
2,2,118,"14,953",2,1,1,0.51,0,0,0,0,0,0,0,0,0
2,2,118,"14,901",7,3,4,0,2,0,0,0,1,0,0,0,1.1
2,2,118,"14,916",8,2,6,1.02,4,3,0,0,14,0,2,0,4.92
2,2,118,"14,881",5,3,2,0.31,0,2,0,3,0,0,0,0,1.3
2,2,118,"14,890",11,5,6,1.35,2,3,0,0,1,0,0,0,2.6
2,2,118,"14,919",8,5,3,0.31,3,0,0,0,3,0,1,0,1.81
2,2,118,"14,887",3,2,1,0.25,0,0,0,0,3,2,10,0,0.8
2,2,118,"14,913",6,3,3,0.46,0,3,0,0,3,1,10,0,2.1
2,2,118,"14,941",6,1,5,0.69,2,2,0,0,0,0,2,0,2.02
2,2,118,"14,895",3,2,1,0.2,1,0,0,0,2,0,8,0,0.78
2,2,118,"14,874",5,2,3,0.68,4,0,0,0,0,2,0,2,2.46
2,2,118,"14,925",3,2,1,0.2,4,0,0,0,3,0,7,0,2.37
2,2,118,"14,930",5,4,1,0.36,3,2,0,0,3,0,0,0,2.8
2,2,118,"14,943",2,1,1,0.17,0,0,0,0,0,0,0,0,0
2,2,118,"14,885",7,3,4,0.81,3,1,0,0,6,1,5,0,2.85
2,2,118,"14,884",3,1,2,0.05,0,0,0,0,0,0,0,0,0
2,2,118,"14,948",7,4,3,0.17,2,0,0,0,3,0,0,0,1.3
2,2,118,"14,910",6,3,3,0.61,2,0,0,0,1,0,0,0,1.1
2,2,118,"14,924",6,4,2,0.05,0,2,0,0,2,0,2,0,1.22
2,2,118,"14,915",5,2,3,0.1,1,0,0,0,0,0,11,0,0.61
2,2,118,"14,900",5,3,2,0.31,3,0,0,0,0,2,5,0,1.95
2,2,118,"14,889",3,2,1,0.41,0,2,0,0,4,0,0,0,1.4
2,2,118,"14,954",6,3,3,0.86,2,2,0,0,3,0,0,0,2.3
2,2,118,"14,902",4,2,2,0.34,3,0,0,0,2,0,2,0,1.72
2,2,118,"14,912",2,0,2,0.5,1,2,0,0,0,0,0,0,1.5
2,2,118,"14,875",9,2,7,0.31,6,0,0,0,3,0,15,0,3.45
2,2,118,"14,934",3,1,2,0.31,0,3,0,0,3,0,0,0,1.8
2,2,118,"14,893",4,1,3,0.47,0,1,0,0,1,0,0,0,0.6
2,2,118,"14,929",3,1,2,0.05,0,0,0,0,0,0,10,0,0.1
2,2,118,"14,939",4,3,1,0.1,0,0,0,0,1,0,0,0,0.1
2,2,118,"14,914",7,4,3,0.21,0,0,0,0,10,0,5,0,1.05
2,2,118,"14,923",6,4,2,0.17,1,0,0,0,0,0,0,0,0.5
2,2,118,"14,937",7,3,4,0.85,2,3,0,0,5,0,7,0,3.07
2,2,118,"14,946",6,4,2,0.19,3,1,0,0,3,0,10,0,2.4
2,2,118,"14,918",6,4,2,0.76,0,2,0,0,8,0,0,0,1.8
2,2,118,"14,906",5,3,2,0,0,2,0,0,0,0,0,0,1
2,2,118,"14,950",5,2,3,0.17,2,0,0,0,0,0,6,0,1.06
2,2,118,"14,877",4,1,3,0.37,0,0,0,0,0,0,0,0,0
2,2,118,"14,888",7,1,6,0.31,8,0,0,0,13,0,25,0,5.55
2,2,118,"14,905",6,2,4,0.68,0,2,0,0,2,1,3,0,1.43
2,2,118,"14,945",5,3,2,0.37,0,2,0,0,3,0,4,0,1.34
2,2,118,"14,938",9,7,2,0.37,3,2,0,0,0,0,0,0,2.5
2,2,118,"14,932",10,5,5,0.27,5,2,1,0,12,0,5,0,5.55
2,2,118,"14,909",6,4,2,1.02,0,2,0,0,1,1,1,0,1.31
2,2,118,"14,886",6,3,3,0.41,0,0,0,0,2,0,0,0,0.2
2,2,118,"14,903",4,2,2,0.08,0,0,0,0,0,0,0,0,0
2,2,118,"14,899",4,1,3,0.34,2,2,0,0,4,0,10,0,2.5
2,2,118,"14,892",8,4,4,0,2,0,0,0,0,0,0,0,1
2,2,118,"14,894",5,3,2,0.24,0,1,0,0,5,0,11,0,1.11
2,2,119,"15,076",5,2,3,0.31,0,2,0,0,3,0,9,0,1.39
2,2,119,"15,042",4,2,2,0.15,1,0,0,0,2,0,0,0,0.7
2,2,119,"15,058",6,2,4,0.68,0,2,0,0,0,0,0,0,1
2,2,119,"15,061",3,2,1,0.03,0,0,0,0,2,0,3,0,0.23
2,2,119,"14,966",5,1,4,0.68,2,0,0,0,3,1,0,0,1.5
2,2,119,"15,053",4,0,4,0.2,5,0,0,0,0,0,4,0,2.54
2,2,119,"15,094",6,3,3,0.3,0,2,0,0,0,0,0,0,1
2,2,119,"15,027",4,2,2,0.25,3,1,0,0,2,0,7,0,2.27
2,2,119,"14,956",2,1,1,0,3,0,0,0,0,0,0,0,1.5
2,2,119,"15,050",6,4,2,0.19,0,1,0,0,3,0,0,0,0.8
2,2,119,"14,988",2,1,1,1.35,0,0,0,0,0,0,4,2,0.1
2,2,119,"15,008",5,2,3,0.02,2,0,0,0,0,0,0,0,1
2,2,119,"14,963",7,4,3,1.69,4,0,0,0,18,0,30,0,4.1
2,2,119,"14,999",4,3,1,0.25,3,3,0,0,5,1,5,0,3.75
2,2,119,"15,005",5,1,4,0.2,0,1,0,0,2,0,0,0,0.7
2,2,119,"15,014",5,1,4,1.22,4,0,0,1,3,0,1,0,2.41
2,2,119,"15,026",3,1,2,0.41,3,0,0,0,0,1,5,0,1.75
2,2,119,"15,009",7,4,3,0.46,6,1,0,0,30,0,15,0,6.65
2,2,119,"14,974",6,1,5,0.92,2,1,0,0,2,0,15,0,1.85
2,2,119,"14,979",5,2,3,1.42,0,1,0,0,4,0,24,0,1.14
2,2,119,"15,069",5,3,2,0.02,0,0,0,0,4,0,0,0,0.4
2,2,119,"15,024",9,4,5,0.34,1,0,0,0,1,1,5,0,0.85
2,2,119,"15,022",6,5,1,0.76,2,3,0,0,14,0,5,0,3.95
2,2,119,"15,029",5,2,3,0.51,0,2,0,0,6,0,0,0,1.6
2,2,119,"14,964",8,3,5,0.16,1,1,0,0,0,0,0,0,1
2,2,119,"15,052",1,0,1,0.27,2,0,0,0,6,0,2,0,1.62
2,2,119,"14,971",6,3,3,0.06,0,0,0,0,2,0,2,0,0.22
2,2,119,"14,986",4,3,1,0.26,5,2,0,0,5,0,5,0,4.05
2,2,119,"15,007",5,3,2,1.13,0,0,0,0,0,0,0,0,0
2,2,119,"14,978",6,2,4,0.41,5,0,0,0,13,0,3,0,3.83
2,2,119,"14,959",6,5,1,0.17,0,2,0,0,1,0,0,0,1.1
2,2,119,"15,012",3,2,1,0.24,0,0,0,0,0,0,9,0,0.09
2,2,119,"15,045",3,2,1,0.34,0,0,0,0,0,0,0,0,0
2,2,119,"15,083",7,2,5,0.51,3,0,0,0,2,0,0,0,1.7
2,2,119,"14,973",2,1,1,0.08,0,0,0,0,0,0,0,0,0
2,2,119,"15,085",4,1,3,0.34,0,0,0,0,0,0,0,0,0
2,2,119,"15,039",6,3,3,0.37,0,0,0,0,0,0,0,0,0
2,2,119,"15,088",14,6,8,0.68,6,0,0,0,0,0,0,0,3
2,2,119,"14,980",6,3,3,1.93,2,1,0,0,7,0,9,0,2.29
2,2,119,"15,031",3,1,2,0.64,0,2,0,0,5,0,0,0,1.5
2,2,119,"14,989",2,1,1,0.1,0,0,0,0,0,0,0,0,0
2,2,119,"14,982",5,3,2,0.61,2,1,0,0,1,0,0,0,1.6
2,2,119,"15,010",8,3,5,0.67,9,0,0,0,27,0,32,0,7.52
2,2,119,"15,081",6,3,3,0.51,4,0,0,0,4,2,15,0,2.95
2,2,119,"14,970",6,3,3,1.27,2,3,0,0,3,0,4,0,2.84
2,2,119,"14,968",6,4,2,0.24,3,0,0,0,0,0,0,0,1.5
2,2,119,"15,097",7,4,3,0.51,2,1,0,2,3,0,7,0,2.07
2,2,119,"14,985",6,2,4,0.61,3,4,0,0,1,0,0,0,3.6
2,2,119,"14,972",4,2,2,0.1,4,0,0,0,0,0,0,0,2
2,2,119,"14,975",5,2,3,0.51,0,4,0,0,4,0,0,0,2.4
2,2,119,"15,033",5,2,3,0.14,0,0,0,0,5,0,0,0,0.5
2,2,119,"15,034",3,0,3,0.51,2,2,0,0,3,0,0,0,2.3
2,2,119,"15,000",7,2,5,0.97,2,1,0,0,5,0,15,0,2.15
2,2,119,"15,011",4,1,3,0.15,0,0,0,0,4,1,9,0,0.69
2,2,119,"14,996",3,1,2,0.3,1,0,0,0,1,0,0,0,0.6
2,2,119,"15,047",6,4,2,0.58,0,0,0,0,0,0,0,0,0
2,2,119,"15,017",12,7,5,0.2,2,3,0,0,0,0,2,0,2.52
2,2,119,"14,983",3,1,2,0.19,0,1,0,0,3,0,4,0,0.84
2,2,119,"15,077",6,3,3,0.1,3,0,5,16,3,0,0,0,7.4
2,2,119,"15,044",18,8,10,3.39,2,4,0,0,7,0,0,0,3.7
2,2,119,"14,991",2,1,1,1.69,0,0,0,0,2,0,9,0,0.29
2,2,119,"15,074",4,1,3,0.32,0,1,0,0,4,1,1,0,1.11
2,2,119,"15,032",5,1,4,0.44,0,1,0,0,0,0,0,0,0.5
2,2,119,"15,036",6,4,2,0.81,8,0,0,0,0,0,0,2,4.06
2,2,119,"15,048",5,3,2,0.51,0,0,0,1,0,0,0,0,0.1
2,2,119,"15,087",7,4,3,0.11,1,1,0,0,1,0,0,0,1.1
2,2,119,"15,015",3,2,1,0.66,4,4,0,0,8,0,7,0,4.87
2,2,119,"14,967",6,3,3,0.45,4,1,0,2,6,0,8,0,3.38
2,2,119,"15,030",8,3,5,0.03,2,0,0,0,1,0,0,0,1.1
2,2,119,"15,049",6,2,4,0,2,0,0,0,0,0,0,0,1
2,2,119,"15,025",5,3,2,0,2,0,0,0,0,0,0,0,1
2,2,119,"15,064",3,1,2,1.02,2,1,0,0,2,0,4,0,1.74
2,2,119,"15,071",5,3,2,0.17,0,1,0,0,0,0,0,0,0.5
2,2,119,"14,962",3,1,2,0.2,0,0,0,0,1,3,0,0,0.7
2,2,119,"15,021",4,2,2,0.1,0,0,0,0,2,0,0,0,0.2
2,2,119,"15,084",5,2,3,0.36,2,2,0,0,0,0,10,0,2.1
2,2,119,"15,059",6,4,2,0.08,6,1,0,0,1,0,0,0,3.6
2,2,119,"15,006",12,5,7,2.03,2,2,0,0,6,0,0,0,2.6
2,2,119,"15,038",2,0,2,0.97,1,1,0,0,2,0,4,0,1.24
2,2,119,"14,976",3,2,1,0.27,0,0,0,0,0,1,0,0,0.2
2,2,119,"15,093",5,1,4,0.15,2,1,0,0,0,0,0,0,1.5
2,2,119,"15,056",11,6,5,0.19,9,1,0,0,4,0,1,0,5.41
2,2,119,"15,098",2,1,1,0.34,0,1,0,0,0,0,0,0,0.5
2,2,119,"15,089",7,3,4,0.2,3,0,0,0,0,0,0,0,1.5
2,2,119,"15,091",7,3,4,1.02,2,4,0,0,0,0,0,0,3
2,2,119,"15,063",5,2,3,0.1,0,0,0,0,0,0,0,0,0
2,2,119,"14,997",7,3,4,0.68,0,0,0,0,0,0,0,0,0
2,2,119,"15,028",5,4,1,0.2,3,0,0,0,0,0,5,0,1.55
2,2,119,"14,995",6,2,4,1.02,3,0,0,0,0,0,1,0,1.51
2,2,119,"15,013",6,1,5,0.56,4,0,0,0,1,0,3,0,2.13
2,2,119,"15,016",5,2,3,0.07,6,1,0,0,5,0,5,0,4.05
2,2,119,"15,057",7,2,5,0.05,5,1,0,0,0,0,4,0,3.04
2,2,119,"14,993",2,1,1,0.07,0,0,0,0,2,1,5,0,0.45
2,2,119,"15,072",7,4,3,0.11,0,0,0,0,0,0,0,0,0
2,2,119,"14,961",6,3,3,0,4,0,0,0,0,0,0,0,2
2,2,119,"15,002",5,3,2,0.46,2,2,0,0,12,0,3,0,3.23
2,2,119,"15,082",6,3,3,0.62,2,2,0,0,14,1,6,0,3.66
2,2,119,"14,957",4,2,2,0.07,1,0,0,0,0,0,0,0,0.5
2,2,119,"15,023",2,0,2,0.34,2,0,0,0,1,1,40,0,1.7
2,2,119,"14,981",6,4,2,1.02,0,2,0,0,3,0,0,0,1.3
2,2,119,"14,969",3,2,1,0.53,4,0,0,0,0,0,1,0,2.01
2,2,119,"14,984",1,0,1,0.05,0,0,0,0,0,0,0,0,0
2,2,119,"15,092",5,4,1,0.1,0,1,0,0,4,0,6,0,0.96
2,2,119,"14,994",4,2,2,0.25,3,0,0,0,0,1,5,0,1.75
2,2,119,"15,078",6,4,2,0.01,2,0,0,0,3,0,0,0,1.3
2,2,119,"15,037",4,1,3,0.21,4,1,0,0,2,0,0,0,2.7
2,2,119,"15,018",2,1,1,0,0,2,0,0,0,0,0,0,1
2,2,119,"15,041",7,5,2,1.35,0,0,0,0,0,0,0,0,0
2,2,119,"14,992",6,3,3,1.69,2,0,0,0,4,0,12,0,1.52
2,2,119,"15,001",5,3,2,0.03,0,0,0,0,1,0,0,0,0.1
2,2,119,"15,080",3,1,2,0.41,1,1,0,0,1,0,10,0,1.2
2,2,119,"15,096",10,6,4,0.02,0,0,0,0,3,0,0,0,0.3
2,2,119,"14,958",8,3,5,0.17,4,1,0,0,7,0,0,0,3.2
2,2,119,"15,004",5,4,1,0.68,0,1,0,0,0,0,0,0,0.5
2,2,119,"15,086",4,1,3,0,0,0,0,0,5,0,20,0,0.7
2,2,119,"14,998",4,3,1,0,1,0,0,0,4,0,0,0,0.9
2,2,119,"15,079",4,1,3,0.68,0,1,0,0,3,0,0,0,0.8
2,2,119,"15,066",10,5,5,0.25,0,1,0,0,5,0,3,0,1.03
2,2,119,"15,020",5,2,3,0,0,1,0,0,0,0,0,0,0.5
2,2,119,"15,070",3,1,2,0.3,1,2,0,0,4,1,5,0,2.15
2,2,119,"15,067",8,4,4,1.06,4,2,0,1,7,0,5,0,3.85
2,2,119,"14,960",4,3,1,0.36,4,0,0,0,5,0,4,0,2.54
2,2,119,"15,068",4,2,2,0.36,2,3,0,0,8,0,9,0,3.39
2,2,119,"15,046",9,5,4,0.1,8,2,0,0,1,0,1,0,5.11
2,2,119,"15,055",6,4,2,0.2,1,0,0,0,2,2,9,0,1.19
2,2,119,"15,043",5,2,3,0.41,1,2,0,0,0,0,1,0,1.51
2,2,119,"15,095",4,3,1,0.1,0,0,0,0,0,0,0,0,0
2,2,119,"15,090",5,3,2,0,0,0,0,0,14,0,4,0,1.44
2,2,119,"15,040",4,1,3,0,0,0,0,0,5,0,4,0,0.54
2,2,119,"14,977",7,2,5,0.67,9,1,0,0,0,0,2,0,5.02
2,2,119,"14,990",3,2,1,0.34,2,0,0,0,0,0,1,0,1.01
2,2,119,"15,075",6,2,4,0.51,2,1,0,0,3,0,0,0,1.8
2,2,119,"15,065",4,2,2,0.78,0,0,0,0,1,0,0,0,0.1
2,2,119,"15,019",4,2,2,0.17,0,0,0,0,0,0,0,0,0
2,2,119,"15,003",6,3,3,0.76,5,0,0,0,4,1,0,0,3.1
2,2,119,"14,955",8,3,5,0.34,2,0,0,0,0,0,0,0,1
2,2,119,"14,965",7,3,4,0,0,2,0,0,0,0,0,0,1
2,2,119,"15,035",5,3,2,0.51,2,0,0,0,4,0,2,4,1.54
2,2,119,"15,060",4,3,1,0.27,0,0,0,0,0,0,0,0,0
2,2,119,"15,051",3,1,2,0.02,0,0,0,0,0,0,0,0,0
2,2,120,"15,214",6,2,4,2.03,2,0,0,0,0,0,0,0,1
2,2,120,"15,129",6,2,4,0.68,3,3,0,0,3,0,0,0,3.3
2,2,120,"15,177",5,3,2,0.34,5,0,0,0,5,0,0,0,3
2,2,120,"15,202",7,3,4,0.15,5,0,0,0,0,2,0,0,2.9
2,2,120,"15,125",6,2,4,0.13,1,0,0,2,0,0,0,0,0.7
2,2,120,"15,194",3,1,2,0.1,0,1,0,0,3,0,0,0,0.8
2,2,120,"15,199",4,2,2,0.41,3,0,0,0,9,0,8,0,2.48
2,2,120,"15,186",5,3,2,0.25,2,2,0,0,8,1,7,0,3.07
2,2,120,"15,143",6,5,1,0.2,3,1,0,0,0,1,6,0,2.26
2,2,120,"15,115",7,4,3,0.17,3,0,0,0,0,0,0,0,1.5
2,2,120,"15,122",6,4,2,0.56,3,0,0,0,0,0,0,0,1.5
2,2,120,"15,218",6,3,3,0.28,0,1,0,0,3,0,0,0,0.8
2,2,120,"15,160",6,3,3,2.03,0,0,0,0,0,0,0,0,0
2,2,120,"15,151",5,2,3,0.2,1,0,1,0,0,1,1,0,1.51
2,2,120,"15,211",9,5,4,1.35,0,0,0,0,0,0,0,0,0
2,2,120,"15,162",7,3,4,0,0,0,0,0,1,2,15,0,0.65
2,2,120,"15,175",5,2,3,0.36,0,1,0,3,2,0,2,0,1.02
2,2,120,"15,141",4,2,2,1.44,1,2,0,0,4,0,0,0,1.9
